Source;Target;Label;Weight;Description
45;26;PEdge4526;2;BETA-LACTAM,TETRACYCLINE
45;27;PEdge4527;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;28;PEdge4528;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
45;29;PEdge4529;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;30;PEdge4530;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
45;31;PEdge4531;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
45;32;PEdge4532;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;33;PEdge4533;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
45;34;PEdge4534;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;35;PEdge4535;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;36;PEdge4536;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;37;PEdge4537;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;38;PEdge4538;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;39;PEdge4539;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;40;PEdge4540;2;BETA-LACTAM,TETRACYCLINE
45;41;PEdge4541;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;42;PEdge4542;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
45;43;PEdge4543;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
45;44;PEdge4544;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
46;1;PEdge461;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;2;PEdge462;2;BETA-LACTAM,TETRACYCLINE
46;3;PEdge463;2;BETA-LACTAM,TETRACYCLINE
46;4;PEdge464;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
46;5;PEdge465;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
46;6;PEdge466;2;BETA-LACTAM,TETRACYCLINE
46;7;PEdge467;2;BETA-LACTAM,TETRACYCLINE
46;8;PEdge468;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;9;PEdge469;2;BETA-LACTAM,TETRACYCLINE
46;10;PEdge4610;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;11;PEdge4611;2;BETA-LACTAM,TETRACYCLINE
46;12;PEdge4612;1;TETRACYCLINE
46;13;PEdge4613;2;BETA-LACTAM,TETRACYCLINE
46;14;PEdge4614;2;BETA-LACTAM,TETRACYCLINE
46;15;PEdge4615;2;BETA-LACTAM,TETRACYCLINE
46;16;PEdge4616;2;BETA-LACTAM,TETRACYCLINE
46;17;PEdge4617;2;BETA-LACTAM,TETRACYCLINE
46;18;PEdge4618;2;BETA-LACTAM,TETRACYCLINE
46;19;PEdge4619;2;BETA-LACTAM,TETRACYCLINE
46;20;PEdge4620;2;BETA-LACTAM,TETRACYCLINE
46;21;PEdge4621;2;BETA-LACTAM,TETRACYCLINE
46;22;PEdge4622;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;23;PEdge4623;4;BETA-LACTAM,FUSIDIC ACID,MACROLIDE,TETRACYCLINE
46;24;PEdge4624;2;BETA-LACTAM,TETRACYCLINE
46;25;PEdge4625;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;26;PEdge4626;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
46;27;PEdge4627;2;BETA-LACTAM,TETRACYCLINE
46;28;PEdge4628;5;BETA-LACTAM,FUSIDIC ACID,MACROLIDE,METHICILLIN,TETRACYCLINE
46;29;PEdge4629;2;BETA-LACTAM,TETRACYCLINE
46;30;PEdge4630;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
46;31;PEdge4631;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;32;PEdge4632;2;BETA-LACTAM,TETRACYCLINE
46;33;PEdge4633;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
46;34;PEdge4634;2;BETA-LACTAM,TETRACYCLINE
46;35;PEdge4635;2;BETA-LACTAM,TETRACYCLINE
46;36;PEdge4636;2;BETA-LACTAM,TETRACYCLINE
46;37;PEdge4637;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
46;38;PEdge4638;2;BETA-LACTAM,TETRACYCLINE
46;39;PEdge4639;2;BETA-LACTAM,TETRACYCLINE
46;40;PEdge4640;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
46;41;PEdge4641;2;BETA-LACTAM,TETRACYCLINE
46;42;PEdge4642;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
46;43;PEdge4643;2;BETA-LACTAM,TETRACYCLINE
46;44;PEdge4644;2;BETA-LACTAM,TETRACYCLINE
46;45;PEdge4645;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
47;1;PEdge471;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;2;PEdge472;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;3;PEdge473;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;4;PEdge474;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;5;PEdge475;2;BETA-LACTAM,TETRACYCLINE
47;6;PEdge476;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;7;PEdge477;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;8;PEdge478;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;9;PEdge479;2;BETA-LACTAM,TETRACYCLINE
47;10;PEdge4710;2;BETA-LACTAM,TETRACYCLINE
47;11;PEdge4711;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;12;PEdge4712;2;FOSFOMYCIN,TETRACYCLINE
47;13;PEdge4713;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;14;PEdge4714;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;15;PEdge4715;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;16;PEdge4716;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;17;PEdge4717;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;18;PEdge4718;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;19;PEdge4719;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;20;PEdge4720;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;21;PEdge4721;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;22;PEdge4722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;23;PEdge4723;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;24;PEdge4724;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;25;PEdge4725;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;26;PEdge4726;2;BETA-LACTAM,TETRACYCLINE
47;27;PEdge4727;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;28;PEdge4728;2;BETA-LACTAM,TETRACYCLINE
47;29;PEdge4729;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;30;PEdge4730;2;BETA-LACTAM,TETRACYCLINE
47;31;PEdge4731;2;BETA-LACTAM,TETRACYCLINE
47;32;PEdge4732;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;33;PEdge4733;2;BETA-LACTAM,TETRACYCLINE
47;34;PEdge4734;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;35;PEdge4735;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;36;PEdge4736;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;37;PEdge4737;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;38;PEdge4738;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;39;PEdge4739;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;40;PEdge4740;2;BETA-LACTAM,TETRACYCLINE
47;41;PEdge4741;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;42;PEdge4742;2;BETA-LACTAM,TETRACYCLINE
47;43;PEdge4743;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;44;PEdge4744;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;45;PEdge4745;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
47;46;PEdge4746;2;BETA-LACTAM,TETRACYCLINE
48;1;PEdge481;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;2;PEdge482;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;3;PEdge483;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;4;PEdge484;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;5;PEdge485;2;BETA-LACTAM,TETRACYCLINE
48;6;PEdge486;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;7;PEdge487;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;8;PEdge488;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;9;PEdge489;2;BETA-LACTAM,TETRACYCLINE
48;10;PEdge4810;2;BETA-LACTAM,TETRACYCLINE
48;11;PEdge4811;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;12;PEdge4812;2;FOSFOMYCIN,TETRACYCLINE
48;13;PEdge4813;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;14;PEdge4814;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;15;PEdge4815;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;16;PEdge4816;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;17;PEdge4817;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;18;PEdge4818;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;19;PEdge4819;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;20;PEdge4820;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;21;PEdge4821;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;22;PEdge4822;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;23;PEdge4823;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;24;PEdge4824;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;25;PEdge4825;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;26;PEdge4826;2;BETA-LACTAM,TETRACYCLINE
48;27;PEdge4827;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;28;PEdge4828;2;BETA-LACTAM,TETRACYCLINE
48;29;PEdge4829;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;30;PEdge4830;2;BETA-LACTAM,TETRACYCLINE
48;31;PEdge4831;2;BETA-LACTAM,TETRACYCLINE
48;32;PEdge4832;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;33;PEdge4833;2;BETA-LACTAM,TETRACYCLINE
48;34;PEdge4834;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;35;PEdge4835;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;36;PEdge4836;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;37;PEdge4837;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;38;PEdge4838;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;39;PEdge4839;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;40;PEdge4840;2;BETA-LACTAM,TETRACYCLINE
48;41;PEdge4841;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;42;PEdge4842;2;BETA-LACTAM,TETRACYCLINE
48;43;PEdge4843;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;44;PEdge4844;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;45;PEdge4845;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
48;46;PEdge4846;2;BETA-LACTAM,TETRACYCLINE
48;47;PEdge4847;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;1;PEdge491;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;2;PEdge492;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;3;PEdge493;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;4;PEdge494;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;5;PEdge495;2;BETA-LACTAM,TETRACYCLINE
49;6;PEdge496;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;7;PEdge497;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;8;PEdge498;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;9;PEdge499;2;BETA-LACTAM,TETRACYCLINE
49;10;PEdge4910;2;BETA-LACTAM,TETRACYCLINE
49;11;PEdge4911;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;12;PEdge4912;2;FOSFOMYCIN,TETRACYCLINE
49;13;PEdge4913;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;14;PEdge4914;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;15;PEdge4915;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;16;PEdge4916;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;17;PEdge4917;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;18;PEdge4918;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;19;PEdge4919;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;20;PEdge4920;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;21;PEdge4921;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;22;PEdge4922;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;23;PEdge4923;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;24;PEdge4924;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;25;PEdge4925;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;26;PEdge4926;2;BETA-LACTAM,TETRACYCLINE
49;27;PEdge4927;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;28;PEdge4928;2;BETA-LACTAM,TETRACYCLINE
49;29;PEdge4929;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;30;PEdge4930;2;BETA-LACTAM,TETRACYCLINE
49;31;PEdge4931;2;BETA-LACTAM,TETRACYCLINE
49;32;PEdge4932;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;33;PEdge4933;2;BETA-LACTAM,TETRACYCLINE
49;34;PEdge4934;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;35;PEdge4935;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;36;PEdge4936;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;37;PEdge4937;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;38;PEdge4938;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;39;PEdge4939;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;40;PEdge4940;2;BETA-LACTAM,TETRACYCLINE
49;41;PEdge4941;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;42;PEdge4942;2;BETA-LACTAM,TETRACYCLINE
49;43;PEdge4943;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;44;PEdge4944;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;45;PEdge4945;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;46;PEdge4946;2;BETA-LACTAM,TETRACYCLINE
49;47;PEdge4947;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
49;48;PEdge4948;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;1;PEdge501;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;2;PEdge502;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;3;PEdge503;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;4;PEdge504;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;5;PEdge505;2;BETA-LACTAM,TETRACYCLINE
50;6;PEdge506;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;7;PEdge507;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;8;PEdge508;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;9;PEdge509;2;BETA-LACTAM,TETRACYCLINE
50;10;PEdge5010;2;BETA-LACTAM,TETRACYCLINE
50;11;PEdge5011;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;12;PEdge5012;2;FOSFOMYCIN,TETRACYCLINE
50;13;PEdge5013;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;14;PEdge5014;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;15;PEdge5015;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;16;PEdge5016;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;17;PEdge5017;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;18;PEdge5018;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;19;PEdge5019;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;20;PEdge5020;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;21;PEdge5021;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;22;PEdge5022;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;23;PEdge5023;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;24;PEdge5024;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;25;PEdge5025;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;26;PEdge5026;2;BETA-LACTAM,TETRACYCLINE
50;27;PEdge5027;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;28;PEdge5028;2;BETA-LACTAM,TETRACYCLINE
50;29;PEdge5029;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;30;PEdge5030;2;BETA-LACTAM,TETRACYCLINE
50;31;PEdge5031;2;BETA-LACTAM,TETRACYCLINE
50;32;PEdge5032;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;33;PEdge5033;2;BETA-LACTAM,TETRACYCLINE
50;34;PEdge5034;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;35;PEdge5035;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;36;PEdge5036;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;37;PEdge5037;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;38;PEdge5038;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;39;PEdge5039;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;40;PEdge5040;2;BETA-LACTAM,TETRACYCLINE
50;41;PEdge5041;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;42;PEdge5042;2;BETA-LACTAM,TETRACYCLINE
50;43;PEdge5043;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;44;PEdge5044;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;45;PEdge5045;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;46;PEdge5046;2;BETA-LACTAM,TETRACYCLINE
50;47;PEdge5047;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;48;PEdge5048;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
50;49;PEdge5049;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;1;PEdge511;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;2;PEdge512;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;3;PEdge513;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;4;PEdge514;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;5;PEdge515;2;BETA-LACTAM,TETRACYCLINE
51;6;PEdge516;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;7;PEdge517;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;8;PEdge518;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;9;PEdge519;2;BETA-LACTAM,TETRACYCLINE
51;10;PEdge5110;2;BETA-LACTAM,TETRACYCLINE
51;11;PEdge5111;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;12;PEdge5112;2;FOSFOMYCIN,TETRACYCLINE
51;13;PEdge5113;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;14;PEdge5114;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;15;PEdge5115;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;16;PEdge5116;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;17;PEdge5117;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;18;PEdge5118;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;19;PEdge5119;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;20;PEdge5120;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;21;PEdge5121;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;22;PEdge5122;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;23;PEdge5123;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;24;PEdge5124;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;25;PEdge5125;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;26;PEdge5126;2;BETA-LACTAM,TETRACYCLINE
51;27;PEdge5127;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;28;PEdge5128;2;BETA-LACTAM,TETRACYCLINE
51;29;PEdge5129;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;30;PEdge5130;2;BETA-LACTAM,TETRACYCLINE
51;31;PEdge5131;2;BETA-LACTAM,TETRACYCLINE
51;32;PEdge5132;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;33;PEdge5133;2;BETA-LACTAM,TETRACYCLINE
51;34;PEdge5134;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;35;PEdge5135;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;36;PEdge5136;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;37;PEdge5137;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;38;PEdge5138;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;39;PEdge5139;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;40;PEdge5140;2;BETA-LACTAM,TETRACYCLINE
51;41;PEdge5141;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;42;PEdge5142;2;BETA-LACTAM,TETRACYCLINE
51;43;PEdge5143;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;44;PEdge5144;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;45;PEdge5145;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;46;PEdge5146;2;BETA-LACTAM,TETRACYCLINE
51;47;PEdge5147;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;48;PEdge5148;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;49;PEdge5149;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
51;50;PEdge5150;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;1;PEdge521;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;2;PEdge522;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;3;PEdge523;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;4;PEdge524;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;5;PEdge525;2;BETA-LACTAM,TETRACYCLINE
52;6;PEdge526;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;7;PEdge527;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;8;PEdge528;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;9;PEdge529;2;BETA-LACTAM,TETRACYCLINE
52;10;PEdge5210;2;BETA-LACTAM,TETRACYCLINE
52;11;PEdge5211;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;12;PEdge5212;2;FOSFOMYCIN,TETRACYCLINE
52;13;PEdge5213;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;14;PEdge5214;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;15;PEdge5215;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;16;PEdge5216;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;17;PEdge5217;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;18;PEdge5218;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;19;PEdge5219;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;20;PEdge5220;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;21;PEdge5221;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;22;PEdge5222;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;23;PEdge5223;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;24;PEdge5224;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;25;PEdge5225;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;26;PEdge5226;2;BETA-LACTAM,TETRACYCLINE
52;27;PEdge5227;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;28;PEdge5228;2;BETA-LACTAM,TETRACYCLINE
52;29;PEdge5229;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;30;PEdge5230;2;BETA-LACTAM,TETRACYCLINE
52;31;PEdge5231;2;BETA-LACTAM,TETRACYCLINE
52;32;PEdge5232;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;33;PEdge5233;2;BETA-LACTAM,TETRACYCLINE
52;34;PEdge5234;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;35;PEdge5235;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;36;PEdge5236;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;37;PEdge5237;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;38;PEdge5238;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;39;PEdge5239;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;40;PEdge5240;2;BETA-LACTAM,TETRACYCLINE
