Source;Target;Label;Weight;title
52;20;PEdge5220;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;21;PEdge5221;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;22;PEdge5222;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;23;PEdge5223;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;24;PEdge5224;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;25;PEdge5225;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;26;PEdge5226;0.87039;BETA-LACTAM,TETRACYCLINE
52;27;PEdge5227;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;28;PEdge5228;0.75378;BETA-LACTAM,TETRACYCLINE
52;29;PEdge5229;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;30;PEdge5230;0.56408;BETA-LACTAM,TETRACYCLINE
52;31;PEdge5231;0.58537;BETA-LACTAM,TETRACYCLINE
52;32;PEdge5232;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;33;PEdge5233;0.58537;BETA-LACTAM,TETRACYCLINE
52;34;PEdge5234;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;35;PEdge5235;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;36;PEdge5236;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;37;PEdge5237;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;38;PEdge5238;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;39;PEdge5239;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;40;PEdge5240;0.79772;BETA-LACTAM,TETRACYCLINE
52;41;PEdge5241;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;42;PEdge5242;0.56854;BETA-LACTAM,TETRACYCLINE
52;43;PEdge5243;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;44;PEdge5244;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;45;PEdge5245;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;46;PEdge5246;0.75378;BETA-LACTAM,TETRACYCLINE
52;47;PEdge5247;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;48;PEdge5248;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;49;PEdge5249;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;50;PEdge5250;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;51;PEdge5251;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
53;1;PEdge531;0.52175;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;2;PEdge532;0.49747;BETA-LACTAM,TETRACYCLINE
53;3;PEdge533;0.49747;BETA-LACTAM,TETRACYCLINE
53;4;PEdge534;0.68294;BETA-LACTAM,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;5;PEdge535;0.88192;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;6;PEdge536;0.49747;BETA-LACTAM,TETRACYCLINE
53;7;PEdge537;0.49747;BETA-LACTAM,TETRACYCLINE
53;8;PEdge538;0.52175;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;9;PEdge539;0.52705;BETA-LACTAM,TETRACYCLINE
53;10;PEdge5310;0.81111;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;11;PEdge5311;0.49747;BETA-LACTAM,TETRACYCLINE
53;12;PEdge5312;0.071067;TETRACYCLINE
53;13;PEdge5313;0.49747;BETA-LACTAM,TETRACYCLINE
53;14;PEdge5314;0.49747;BETA-LACTAM,TETRACYCLINE
53;15;PEdge5315;0.49747;BETA-LACTAM,TETRACYCLINE
53;16;PEdge5316;0.49747;BETA-LACTAM,TETRACYCLINE
53;17;PEdge5317;0.49747;BETA-LACTAM,TETRACYCLINE
53;18;PEdge5318;0.49747;BETA-LACTAM,TETRACYCLINE
53;19;PEdge5319;0.49747;BETA-LACTAM,TETRACYCLINE
53;20;PEdge5320;0.49747;BETA-LACTAM,TETRACYCLINE
53;21;PEdge5321;0.49747;BETA-LACTAM,TETRACYCLINE
53;22;PEdge5322;0.52175;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;23;PEdge5323;0.55556;BETA-LACTAM,MACROLIDE,MUPIROCIN,TETRACYCLINE
53;24;PEdge5324;0.63892;BETA-LACTAM,QUINOLONE,TETRACYCLINE
53;25;PEdge5325;0.42601;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;26;PEdge5326;0.61237;BETA-LACTAM,MACROLIDE,QUATERNARY AMMONIUM,TETRACYCLINE
53;27;PEdge5327;0.49747;BETA-LACTAM,TETRACYCLINE
53;28;PEdge5328;0.70711;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
53;29;PEdge5329;0.49747;BETA-LACTAM,TETRACYCLINE
53;30;PEdge5330;0.88192;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;31;PEdge5331;0.84984;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;32;PEdge5332;0.49747;BETA-LACTAM,TETRACYCLINE
53;33;PEdge5333;0.84984;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;34;PEdge5334;0.49747;BETA-LACTAM,TETRACYCLINE
53;35;PEdge5335;0.49747;BETA-LACTAM,TETRACYCLINE
53;36;PEdge5336;0.32358;BETA-LACTAM,TETRACYCLINE
53;37;PEdge5337;0.57166;BETA-LACTAM,MACROLIDE,QUINOLONE,TETRACYCLINE
53;38;PEdge5338;0.49747;BETA-LACTAM,TETRACYCLINE
53;39;PEdge5339;0.32358;BETA-LACTAM,TETRACYCLINE
53;40;PEdge5340;0.53452;BETA-LACTAM,MACROLIDE,TETRACYCLINE
53;41;PEdge5341;0.49747;BETA-LACTAM,TETRACYCLINE
53;42;PEdge5342;0.88889;BETA-LACTAM,MACROLIDE,METHICILLIN,QUATERNARY AMMONIUM,QUINOLONE,TETRACYCLINE
53;43;PEdge5343;0.49747;BETA-LACTAM,TETRACYCLINE
53;44;PEdge5344;0.49747;BETA-LACTAM,TETRACYCLINE
53;45;PEdge5345;0.52175;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;46;PEdge5346;0.70711;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
53;47;PEdge5347;0.49747;BETA-LACTAM,TETRACYCLINE
53;48;PEdge5348;0.49747;BETA-LACTAM,TETRACYCLINE
53;49;PEdge5349;0.32358;BETA-LACTAM,TETRACYCLINE
53;50;PEdge5350;0.49747;BETA-LACTAM,TETRACYCLINE
53;51;PEdge5351;0.49747;BETA-LACTAM,TETRACYCLINE
53;52;PEdge5352;0.49747;BETA-LACTAM,TETRACYCLINE
54;1;PEdge541;0.67612;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;2;PEdge542;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;3;PEdge543;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;4;PEdge544;0.73363;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;5;PEdge545;0.5;BETA-LACTAM,TETRACYCLINE
54;6;PEdge546;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;7;PEdge547;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;8;PEdge548;0.67612;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;9;PEdge549;0.83666;BETA-LACTAM,TETRACYCLINE
54;10;PEdge5410;0.4292;BETA-LACTAM,TETRACYCLINE
54;11;PEdge5411;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;12;PEdge5412;0.56408;FOSFOMYCIN,TETRACYCLINE
54;13;PEdge5413;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;14;PEdge5414;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;15;PEdge5415;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;16;PEdge5416;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;17;PEdge5417;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;18;PEdge5418;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;19;PEdge5419;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;20;PEdge5420;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;21;PEdge5421;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;22;PEdge5422;0.67612;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;23;PEdge5423;0.81892;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;24;PEdge5424;0.78019;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;25;PEdge5425;0.69007;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;26;PEdge5426;0.77152;BETA-LACTAM,TETRACYCLINE
54;27;PEdge5427;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;28;PEdge5428;0.66815;BETA-LACTAM,TETRACYCLINE
54;29;PEdge5429;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;30;PEdge5430;0.5;BETA-LACTAM,TETRACYCLINE
54;31;PEdge5431;0.51887;BETA-LACTAM,TETRACYCLINE
54;32;PEdge5432;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;33;PEdge5433;0.51887;BETA-LACTAM,TETRACYCLINE
54;34;PEdge5434;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;35;PEdge5435;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;36;PEdge5436;0.94346;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;37;PEdge5437;0.90749;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;38;PEdge5438;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;39;PEdge5439;0.94346;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;40;PEdge5440;0.70711;BETA-LACTAM,TETRACYCLINE
54;41;PEdge5441;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;42;PEdge5442;0.50395;BETA-LACTAM,TETRACYCLINE
54;43;PEdge5443;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;44;PEdge5444;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;45;PEdge5445;0.67612;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;46;PEdge5446;0.66815;BETA-LACTAM,TETRACYCLINE
54;47;PEdge5447;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;48;PEdge5448;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;49;PEdge5449;0.94346;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;50;PEdge5450;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;51;PEdge5451;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;52;PEdge5452;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;53;PEdge5453;0.44096;BETA-LACTAM,TETRACYCLINE
55;1;PEdge551;1;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;2;PEdge552;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;3;PEdge553;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;4;PEdge554;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;5;PEdge555;0.59161;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;6;PEdge556;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;7;PEdge557;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;8;PEdge558;1;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;9;PEdge559;0.42426;BETA-LACTAM,TETRACYCLINE
55;10;PEdge5510;0.50783;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;11;PEdge5511;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;12;PEdge5512;0.66742;FOSFOMYCIN,TETRACYCLINE
55;13;PEdge5513;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;14;PEdge5514;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;15;PEdge5515;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;16;PEdge5516;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;17;PEdge5517;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;18;PEdge5518;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;19;PEdge5519;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;20;PEdge5520;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;21;PEdge5521;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;22;PEdge5522;1;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;23;PEdge5523;0.52175;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;24;PEdge5524;0.5275;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;25;PEdge5525;0.9798;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;26;PEdge5526;0.36515;BETA-LACTAM,TETRACYCLINE
55;27;PEdge5527;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;28;PEdge5528;0.63246;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;29;PEdge5529;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;30;PEdge5530;0.59161;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;31;PEdge5531;0.61394;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;32;PEdge5532;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;33;PEdge5533;0.61394;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;34;PEdge5534;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;35;PEdge5535;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;36;PEdge5536;0.74421;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;37;PEdge5537;0.61357;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;38;PEdge5538;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;39;PEdge5539;0.74421;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;40;PEdge5540;0.35857;BETA-LACTAM,TETRACYCLINE
55;41;PEdge5541;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;42;PEdge5542;0.59628;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;43;PEdge5543;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;44;PEdge5544;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;45;PEdge5545;1;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;46;PEdge5546;0.63246;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;47;PEdge5547;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;48;PEdge5548;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;49;PEdge5549;0.74421;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;50;PEdge5550;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;51;PEdge5551;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;52;PEdge5552;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;53;PEdge5553;0.52175;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;54;PEdge5554;0.67612;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;1;PEdge561;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;2;PEdge562;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;3;PEdge563;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;4;PEdge564;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;5;PEdge565;0.56408;BETA-LACTAM,TETRACYCLINE
56;6;PEdge566;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;7;PEdge567;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;8;PEdge568;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;9;PEdge569;0.94388;BETA-LACTAM,TETRACYCLINE
56;10;PEdge5610;0.4842;BETA-LACTAM,TETRACYCLINE
56;11;PEdge5611;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;12;PEdge5612;0.36364;FOSFOMYCIN,TETRACYCLINE
56;13;PEdge5613;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;14;PEdge5614;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;15;PEdge5615;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;16;PEdge5616;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;17;PEdge5617;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;18;PEdge5618;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;19;PEdge5619;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;20;PEdge5620;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;21;PEdge5621;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;22;PEdge5622;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;23;PEdge5623;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;24;PEdge5624;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;25;PEdge5625;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;26;PEdge5626;0.87039;BETA-LACTAM,TETRACYCLINE
56;27;PEdge5627;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;28;PEdge5628;0.75378;BETA-LACTAM,TETRACYCLINE
56;29;PEdge5629;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;30;PEdge5630;0.56408;BETA-LACTAM,TETRACYCLINE
56;31;PEdge5631;0.58537;BETA-LACTAM,TETRACYCLINE
56;32;PEdge5632;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;33;PEdge5633;0.58537;BETA-LACTAM,TETRACYCLINE
56;34;PEdge5634;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;35;PEdge5635;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;36;PEdge5636;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;37;PEdge5637;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;38;PEdge5638;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;39;PEdge5639;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;40;PEdge5640;0.79772;BETA-LACTAM,TETRACYCLINE
56;41;PEdge5641;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;42;PEdge5642;0.56854;BETA-LACTAM,TETRACYCLINE
56;43;PEdge5643;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;44;PEdge5644;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;45;PEdge5645;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;46;PEdge5646;0.75378;BETA-LACTAM,TETRACYCLINE
56;47;PEdge5647;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;48;PEdge5648;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;49;PEdge5649;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;50;PEdge5650;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;51;PEdge5651;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;52;PEdge5652;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;53;PEdge5653;0.49747;BETA-LACTAM,TETRACYCLINE
56;54;PEdge5654;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;55;PEdge5655;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;1;PEdge571;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;2;PEdge572;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;3;PEdge573;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;4;PEdge574;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;5;PEdge575;0.56408;BETA-LACTAM,TETRACYCLINE
57;6;PEdge576;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;7;PEdge577;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;8;PEdge578;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;9;PEdge579;0.94388;BETA-LACTAM,TETRACYCLINE
57;10;PEdge5710;0.4842;BETA-LACTAM,TETRACYCLINE
57;11;PEdge5711;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;12;PEdge5712;0.36364;FOSFOMYCIN,TETRACYCLINE
57;13;PEdge5713;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;14;PEdge5714;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;15;PEdge5715;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;16;PEdge5716;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;17;PEdge5717;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;18;PEdge5718;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;19;PEdge5719;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;20;PEdge5720;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;21;PEdge5721;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;22;PEdge5722;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;23;PEdge5723;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;24;PEdge5724;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;25;PEdge5725;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;26;PEdge5726;0.87039;BETA-LACTAM,TETRACYCLINE
57;27;PEdge5727;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;28;PEdge5728;0.75378;BETA-LACTAM,TETRACYCLINE
57;29;PEdge5729;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;30;PEdge5730;0.56408;BETA-LACTAM,TETRACYCLINE
57;31;PEdge5731;0.58537;BETA-LACTAM,TETRACYCLINE
57;32;PEdge5732;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;33;PEdge5733;0.58537;BETA-LACTAM,TETRACYCLINE
57;34;PEdge5734;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;35;PEdge5735;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;36;PEdge5736;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;37;PEdge5737;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;38;PEdge5738;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;39;PEdge5739;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;40;PEdge5740;0.79772;BETA-LACTAM,TETRACYCLINE
57;41;PEdge5741;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;42;PEdge5742;0.56854;BETA-LACTAM,TETRACYCLINE
57;43;PEdge5743;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;44;PEdge5744;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;45;PEdge5745;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;46;PEdge5746;0.75378;BETA-LACTAM,TETRACYCLINE
57;47;PEdge5747;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;48;PEdge5748;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;49;PEdge5749;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;50;PEdge5750;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;51;PEdge5751;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;52;PEdge5752;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;53;PEdge5753;0.49747;BETA-LACTAM,TETRACYCLINE
57;54;PEdge5754;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;55;PEdge5755;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;56;PEdge5756;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;1;PEdge581;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;2;PEdge582;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;3;PEdge583;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;4;PEdge584;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;5;PEdge585;0.56408;BETA-LACTAM,TETRACYCLINE
58;6;PEdge586;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;7;PEdge587;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;8;PEdge588;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;9;PEdge589;0.94388;BETA-LACTAM,TETRACYCLINE
58;10;PEdge5810;0.4842;BETA-LACTAM,TETRACYCLINE
58;11;PEdge5811;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;12;PEdge5812;0.36364;FOSFOMYCIN,TETRACYCLINE
58;13;PEdge5813;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;14;PEdge5814;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;15;PEdge5815;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;16;PEdge5816;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;17;PEdge5817;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;18;PEdge5818;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;19;PEdge5819;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;20;PEdge5820;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
